Selection_Method,Feature_Name,Rank,Selection_Type
Integrated-SelectFromModel (RF selector) + KNN,stalk-surface-below-ring_y,68,Integrated
Integrated-RFECV (L1-LR) + LR,bruises_f,1,Integrated
Integrated-RFECV (L1-LR) + LR,bruises_t,2,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_b,3,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_c,4,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_e,5,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_g,6,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_n,7,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_p,8,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_r,9,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_u,10,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_w,11,Integrated
Integrated-RFECV (L1-LR) + LR,cap-color_y,12,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_b,13,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_c,14,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_f,15,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_k,16,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_s,17,Integrated
Integrated-RFECV (L1-LR) + LR,cap-shape_x,18,Integrated
Integrated-RFECV (L1-LR) + LR,cap-surface_f,19,Integrated
Integrated-RFECV (L1-LR) + LR,cap-surface_g,20,Integrated
Integrated-RFECV (L1-LR) + LR,cap-surface_s,21,Integrated
Integrated-RFECV (L1-LR) + LR,cap-surface_y,22,Integrated
Integrated-RFECV (L1-LR) + LR,gill-attachment_a,23,Integrated
Integrated-RFECV (L1-LR) + LR,gill-attachment_f,24,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_b,25,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_e,26,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_g,27,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_h,28,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_k,29,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_n,30,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_o,31,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_p,32,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_r,33,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_u,34,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_w,35,Integrated
Integrated-RFECV (L1-LR) + LR,gill-color_y,36,Integrated
Integrated-RFECV (L1-LR) + LR,gill-size_b,37,Integrated
Integrated-RFECV (L1-LR) + LR,gill-size_n,38,Integrated
Integrated-RFECV (L1-LR) + LR,gill-spacing_c,39,Integrated
Integrated-RFECV (L1-LR) + LR,gill-spacing_w,40,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_d,41,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_g,42,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_l,43,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_m,44,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_p,45,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_u,46,Integrated
Integrated-RFECV (L1-LR) + LR,habitat_w,47,Integrated
Integrated-RFECV (L1-LR) + LR,odor_a,48,Integrated
Integrated-RFECV (L1-LR) + LR,odor_c,49,Integrated
Integrated-RFECV (L1-LR) + LR,odor_f,50,Integrated
Integrated-RFECV (L1-LR) + LR,odor_l,51,Integrated
Integrated-RFECV (L1-LR) + LR,odor_m,52,Integrated
Integrated-RFECV (L1-LR) + LR,odor_n,53,Integrated
Integrated-RFECV (L1-LR) + LR,odor_p,54,Integrated
Integrated-RFECV (L1-LR) + LR,odor_s,55,Integrated
Integrated-RFECV (L1-LR) + LR,odor_y,56,Integrated
Integrated-RFECV (L1-LR) + LR,population_a,57,Integrated
Integrated-RFECV (L1-LR) + LR,population_c,58,Integrated
Integrated-RFECV (L1-LR) + LR,population_n,59,Integrated
Integrated-RFECV (L1-LR) + LR,population_s,60,Integrated
Integrated-RFECV (L1-LR) + LR,population_v,61,Integrated
Integrated-RFECV (L1-LR) + LR,population_y,62,Integrated
Integrated-RFECV (L1-LR) + LR,ring-number_n,63,Integrated
Integrated-RFECV (L1-LR) + LR,ring-number_o,64,Integrated
Integrated-RFECV (L1-LR) + LR,ring-number_t,65,Integrated
Integrated-RFECV (L1-LR) + LR,ring-type_e,66,Integrated
Integrated-RFECV (L1-LR) + LR,ring-type_f,67,Integrated
Integrated-RFECV (L1-LR) + LR,ring-type_l,68,Integrated
Integrated-RFECV (L1-LR) + LR,ring-type_n,69,Integrated
Integrated-RFECV (L1-LR) + LR,ring-type_p,70,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_b,71,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_h,72,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_k,73,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_n,74,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_o,75,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_r,76,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_u,77,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_w,78,Integrated
Integrated-RFECV (L1-LR) + LR,spore-print-color_y,79,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_b,80,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_c,81,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_e,82,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_g,83,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_n,84,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_o,85,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_p,86,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_w,87,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-above-ring_y,88,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_b,89,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_c,90,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_e,91,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_g,92,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_n,93,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_o,94,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_p,95,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_w,96,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-color-below-ring_y,97,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-root_?,98,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-root_b,99,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-root_c,100,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-root_e,101,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-root_r,102,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-shape_e,103,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-shape_t,104,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-above-ring_f,105,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-above-ring_k,106,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-above-ring_s,107,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-above-ring_y,108,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-below-ring_f,109,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-below-ring_k,110,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-below-ring_s,111,Integrated
Integrated-RFECV (L1-LR) + LR,stalk-surface-below-ring_y,112,Integrated
Integrated-RFECV (L1-LR) + LR,veil-color_n,113,Integrated
Integrated-RFECV (L1-LR) + LR,veil-color_o,114,Integrated
Integrated-RFECV (L1-LR) + LR,veil-color_w,115,Integrated
Integrated-RFECV (L1-LR) + LR,veil-color_y,116,Integrated
Integrated-RFECV (L1-LR) + LR,veil-type_p,117,Integrated
Integrated-RFECV (L1-LR) + KNN,bruises_f,1,Integrated
Integrated-RFECV (L1-LR) + KNN,bruises_t,2,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_b,3,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_c,4,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_e,5,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_g,6,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_n,7,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_p,8,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_r,9,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_u,10,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_w,11,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-color_y,12,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_b,13,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_c,14,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_f,15,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_k,16,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_s,17,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-shape_x,18,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-surface_f,19,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-surface_g,20,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-surface_s,21,Integrated
Integrated-RFECV (L1-LR) + KNN,cap-surface_y,22,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-attachment_a,23,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-attachment_f,24,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_b,25,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_e,26,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_g,27,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_h,28,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_k,29,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_n,30,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_o,31,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_p,32,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_r,33,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_u,34,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_w,35,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-color_y,36,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-size_b,37,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-size_n,38,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-spacing_c,39,Integrated
Integrated-RFECV (L1-LR) + KNN,gill-spacing_w,40,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_d,41,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_g,42,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_l,43,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_m,44,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_p,45,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_u,46,Integrated
Integrated-RFECV (L1-LR) + KNN,habitat_w,47,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_a,48,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_c,49,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_f,50,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_l,51,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_m,52,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_n,53,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_p,54,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_s,55,Integrated
Integrated-RFECV (L1-LR) + KNN,odor_y,56,Integrated
Integrated-RFECV (L1-LR) + KNN,population_a,57,Integrated
Integrated-RFECV (L1-LR) + KNN,population_c,58,Integrated
Integrated-RFECV (L1-LR) + KNN,population_n,59,Integrated
Integrated-RFECV (L1-LR) + KNN,population_s,60,Integrated
Integrated-RFECV (L1-LR) + KNN,population_v,61,Integrated
Integrated-RFECV (L1-LR) + KNN,population_y,62,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-number_n,63,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-number_o,64,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-number_t,65,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-type_e,66,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-type_f,67,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-type_l,68,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-type_n,69,Integrated
Integrated-RFECV (L1-LR) + KNN,ring-type_p,70,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_b,71,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_h,72,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_k,73,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_n,74,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_o,75,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_r,76,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_u,77,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_w,78,Integrated
Integrated-RFECV (L1-LR) + KNN,spore-print-color_y,79,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_b,80,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_c,81,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_e,82,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_g,83,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_n,84,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_o,85,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_p,86,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_w,87,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-above-ring_y,88,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_b,89,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_c,90,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_e,91,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_g,92,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_n,93,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_o,94,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_p,95,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_w,96,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-color-below-ring_y,97,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-root_?,98,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-root_b,99,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-root_c,100,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-root_e,101,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-root_r,102,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-shape_e,103,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-shape_t,104,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-above-ring_f,105,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-above-ring_k,106,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-above-ring_s,107,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-above-ring_y,108,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-below-ring_f,109,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-below-ring_k,110,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-below-ring_s,111,Integrated
Integrated-RFECV (L1-LR) + KNN,stalk-surface-below-ring_y,112,Integrated
Integrated-RFECV (L1-LR) + KNN,veil-color_n,113,Integrated
Integrated-RFECV (L1-LR) + KNN,veil-color_o,114,Integrated
Integrated-RFECV (L1-LR) + KNN,veil-color_w,115,Integrated
Integrated-RFECV (L1-LR) + KNN,veil-color_y,116,Integrated
Integrated-RFECV (L1-LR) + KNN,veil-type_p,117,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,bruises_f,1,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,bruises_t,2,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_b,3,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_c,4,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_e,5,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_g,6,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_n,7,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_p,8,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_r,9,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_u,10,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_w,11,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-color_y,12,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_b,13,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_c,14,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_f,15,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_k,16,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_s,17,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-shape_x,18,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-surface_f,19,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-surface_g,20,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-surface_s,21,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,cap-surface_y,22,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-attachment_a,23,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-attachment_f,24,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_b,25,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_e,26,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_g,27,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_h,28,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_k,29,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_n,30,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_o,31,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_p,32,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_r,33,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_u,34,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_w,35,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-color_y,36,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-size_b,37,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-size_n,38,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-spacing_c,39,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,gill-spacing_w,40,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_d,41,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_g,42,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_l,43,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_m,44,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_p,45,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_u,46,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,habitat_w,47,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_a,48,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_c,49,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_f,50,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_l,51,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_m,52,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_n,53,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_p,54,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_s,55,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,odor_y,56,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_a,57,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_c,58,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_n,59,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_s,60,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_v,61,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,population_y,62,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-number_n,63,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-number_o,64,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-number_t,65,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-type_e,66,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-type_f,67,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-type_l,68,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-type_n,69,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,ring-type_p,70,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_b,71,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_h,72,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_k,73,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_n,74,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_o,75,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_r,76,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_u,77,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_w,78,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,spore-print-color_y,79,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_b,80,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_c,81,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_e,82,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_g,83,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_n,84,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_o,85,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_p,86,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_w,87,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-above-ring_y,88,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_b,89,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_c,90,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_e,91,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_g,92,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_n,93,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_o,94,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_p,95,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_w,96,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-color-below-ring_y,97,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-root_?,98,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-root_b,99,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-root_c,100,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-root_e,101,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-root_r,102,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-shape_e,103,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-shape_t,104,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-above-ring_f,105,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-above-ring_k,106,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-above-ring_s,107,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-above-ring_y,108,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-below-ring_f,109,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-below-ring_k,110,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-below-ring_s,111,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,stalk-surface-below-ring_y,112,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,veil-color_n,113,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,veil-color_o,114,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,veil-color_w,115,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,veil-color_y,116,Integrated
Integrated-RFECV (L1-LR) + Naive Bayes,veil-type_p,117,Integrated
